,Condensate ID,x_corr,y_corr,frame,area_cond,Frames visible,t,Condition,Video
123,60,0.8854937395127435,-3.242237217819929,26,465,22,20,Confined,3625
124,60,1.0260901404527416,-3.3312995390168307,27,426,22,21,Confined,3625
125,61,-2.4091428724954365,-5.5777753273802455,5,41,13,0,Confined,3625
126,61,-2.1035380984537437,-5.867168199075851,6,80,13,1,Confined,3625
127,61,-2.033053133276412,-6.042933883162233,8,93,13,2,Confined,3625
128,61,-1.9722823887599166,-5.982845846146369,9,133,13,3,Confined,3625
129,61,-2.019008365237268,-5.937270733357264,10,111,13,4,Confined,3625
130,61,-2.128833447868077,-5.888346018306274,11,146,13,5,Confined,3625
131,61,-2.159063357577112,-5.653586036775268,12,137,13,6,Confined,3625
132,61,-1.9667660130301392,-5.703139808866305,13,119,13,7,Confined,3625
133,61,-2.0953824363875664,-5.695632273492217,14,86,13,8,Confined,3625
134,61,-2.145970074839513,-5.576864883418547,15,107,13,9,Confined,3625
135,61,-2.2583716007105408,-5.617579688429232,16,106,13,10,Confined,3625
136,61,-2.1638840934471855,-5.575633975647478,17,64,13,11,Confined,3625
137,61,-2.3394269907996725,-5.531915690664546,18,56,13,12,Confined,3625
138,62,7.426847409630586,3.2713091409180626,11,77,16,0,Confined,3625
139,62,7.57024809822175,3.07995072315985,12,108,16,1,Confined,3625
140,62,7.601369517432041,3.1758559631925185,13,96,16,2,Confined,3625
141,62,7.6045196591648,3.216749624129977,15,195,16,3,Confined,3625
142,62,7.490683560470602,3.1551345344322637,16,223,16,4,Confined,3625
143,62,7.347258058940453,3.163485669717691,17,267,16,5,Confined,3625
144,62,7.377255235012412,3.2554811570476443,18,409,16,6,Confined,3625
145,62,7.2519900956313865,3.2222154483050467,19,413,16,7,Confined,3625
146,62,7.475503296091163,3.357924284716389,20,314,16,8,Confined,3625
147,62,7.5373269386637745,3.5178067231160517,21,256,16,9,Confined,3625
148,62,7.720183778137339,3.53229727922558,22,241,16,10,Confined,3625
149,62,7.7002296756349295,3.615007087714745,23,304,16,11,Confined,3625
150,62,7.749382791263914,3.560866704659616,24,332,16,12,Confined,3625
151,62,7.756791334537321,3.677676731141538,25,302,16,13,Confined,3625
152,62,7.780581640094446,3.6250733585946655,26,305,16,14,Confined,3625
153,62,7.811691567195012,3.688202586463322,27,385,16,15,Confined,3625
0,63,2.174706993304275,3.737420582486152,0,259,26,0,Confined,3626
1,63,2.363242668494779,3.628440801911386,1,314,26,1,Confined,3626
2,63,1.864636597213071,3.971330765312845,2,267,26,2,Confined,3626
3,63,1.9131459349579758,3.6853092772803584,4,298,26,3,Confined,3626
4,63,1.9867478338186322,3.790000404720829,5,239,26,4,Confined,3626
5,63,1.78645939549064,3.6690305757169894,6,188,26,5,Confined,3626
6,63,1.648268126087908,3.6105564552851974,7,140,26,6,Confined,3626
7,63,1.8794540251780913,3.652914128572479,8,244,26,7,Confined,3626
8,63,1.59045817303336,3.6147311160786706,9,285,26,8,Confined,3626
9,63,1.869491894132285,3.709419434730859,10,114,26,9,Confined,3626
10,63,2.0187444274367263,3.6805953518137176,11,211,26,10,Confined,3626
11,63,1.8489887353688874,3.601599064395228,12,250,26,11,Confined,3626
12,63,2.0440420598783677,3.4063927410434967,13,251,26,12,Confined,3626
13,63,1.9379381982432244,3.8885991070900445,14,61,26,13,Confined,3626
14,63,2.141071180063136,3.3858358360213305,15,154,26,14,Confined,3626
15,63,2.2619345687279644,3.5424449135652467,16,258,26,15,Confined,3626
16,63,2.1589697499122433,3.8232545780370315,17,96,26,16,Confined,3626
17,63,2.3591767899977496,3.656114411781259,18,144,26,17,Confined,3626
18,63,2.4466143956063333,3.414905409039744,19,76,26,18,Confined,3626
19,63,2.1718772929548082,3.5998667744212938,20,196,26,19,Confined,3626
20,63,2.5789063394291136,3.506421239751253,21,104,26,20,Confined,3626
21,63,2.476337805864931,3.5986183890526497,22,208,26,21,Confined,3626
22,63,2.434600223607531,3.5636238043548105,23,210,26,22,Confined,3626
23,63,2.5411625685646873,3.743678839139885,24,190,26,23,Confined,3626
24,63,2.704354007609114,3.5757242171803534,26,157,26,24,Confined,3626
25,63,2.6492374371731837,3.673536095347998,27,103,26,25,Confined,3626
26,64,3.1378465744413235,-0.9834051332552888,4,159,8,0,Confined,3626
27,64,3.170626730262146,-0.823170813898418,5,240,8,1,Confined,3626
28,64,2.8309806777852042,-0.8921007033856146,11,170,8,2,Confined,3626
29,64,2.8309806777852042,-0.8921007033856146,11,170,8,3,Confined,3626
30,64,2.790401421083173,-0.7181652754543936,12,133,8,4,Confined,3626
31,64,2.790401421083173,-0.7181652754543936,12,133,8,5,Confined,3626
32,64,2.854394895807378,-0.7709761977467953,13,165,8,6,Confined,3626
33,64,2.854394895807378,-0.7709761977467953,13,165,8,7,Confined,3626
34,65,-6.060341044605334,-0.6350349294405334,9,74,18,0,Confined,3626
35,65,-6.0473608380165595,-0.19860582507470434,10,157,18,1,Confined,3626
36,65,-5.387208127361854,0.6638719069085033,11,64,18,2,Confined,3626
37,65,-5.518348390946901,0.3316514538689151,12,76,18,3,Confined,3626
38,65,-6.357606566235733,-1.0647592530420158,13,97,18,4,Confined,3626
39,65,-5.454263591653063,0.09522993679897812,14,98,18,5,Confined,3626
40,65,-5.497040285868194,0.19601530586655427,15,73,18,6,Confined,3626
41,65,-6.344739849876688,-0.09856903992312353,16,113,18,7,Confined,3626
42,65,-5.987567500087756,-0.7335975469629683,17,150,18,8,Confined,3626
43,65,-5.690130144081853,-0.8611168071242148,18,67,18,9,Confined,3626
44,65,-6.378711239602379,0.13214261412141476,19,87,18,10,Confined,3626
45,65,-6.433567407506021,-0.1364997989822618,20,93,18,11,Confined,3626
46,65,-6.277574377826607,-0.6202165980865857,21,74,18,12,Confined,3626
47,65,-6.318695512899639,-1.2418808242340653,22,99,18,13,Confined,3626
48,65,-6.463696734917813,0.023104679930848398,23,155,18,14,Confined,3626
49,65,-6.381236330956843,-0.1722127079095559,24,99,18,15,Confined,3626
50,65,-6.347602335812824,-0.13455702221432012,25,86,18,16,Confined,3626
51,65,-6.4408268027987985,-0.8774030290589752,26,94,18,17,Confined,3626
0,66,-3.4512400458819865,-4.874570067740189,1,274,21,0,Confined,3626
1,66,-3.227863879845509,-5.462735781203647,2,250,21,1,Confined,3626
2,66,-3.184288058238634,-5.774615498301669,3,260,21,2,Confined,3626
3,66,-3.768133017509153,-5.37757490948845,4,209,21,3,Confined,3626
4,66,-3.8376962800365444,-5.4984681704956335,5,194,21,4,Confined,3626
5,66,-4.254376235955346,-5.06588431062788,6,234,21,5,Confined,3626
6,66,-4.106064855180418,-4.910737968683844,7,172,21,6,Confined,3626
7,66,-4.1612332420293585,-4.801884195981355,8,172,21,7,Confined,3626
8,66,-4.220931086251874,-5.133822370329982,9,160,21,8,Confined,3626
9,66,-4.311715703128156,-5.109924571242199,10,102,21,9,Confined,3626
10,66,-4.380560689716578,-5.313367474346025,11,110,21,10,Confined,3626
11,66,-4.120571886856824,-5.218791626849075,12,240,21,11,Confined,3626
12,66,-4.3962212745381155,-5.300124691023095,13,192,21,12,Confined,3626
13,66,-4.139398659767331,-5.4638120862208694,14,116,21,13,Confined,3626
14,66,-4.041156847748651,-5.146038720311048,15,105,21,14,Confined,3626
15,66,-3.9021978229630174,-5.23917870091469,16,162,21,15,Confined,3626
16,66,-3.8272890503314527,-5.366713204344568,17,105,21,16,Confined,3626
17,66,-3.931100096678664,-5.360633891904613,18,64,21,17,Confined,3626
18,66,-3.6596573015148435,-5.426273119962039,19,36,21,18,Confined,3626
19,66,-3.679352044643455,-5.576507918924361,20,50,21,19,Confined,3626
20,66,-3.7284782021570053,-5.584334871497078,21,87,21,20,Confined,3626
21,67,-5.335597815360853,-2.950032943313096,1,430,18,0,Confined,3626
22,67,-5.739831144516168,-3.2444635009641267,2,334,18,1,Confined,3626
23,67,-6.062302312357525,-3.2837704970489905,5,148,18,2,Confined,3626
24,67,-5.81459857611065,-3.149317619846635,7,129,18,3,Confined,3626
25,67,-5.840369510447607,-2.9762506392620227,8,262,18,4,Confined,3626
26,67,-6.005853009328798,-3.2292073703299815,9,195,18,5,Confined,3626
27,67,-5.996328834441288,-3.2387472985149266,10,297,18,6,Confined,3626
28,67,-5.9477316389883,-3.434781351794542,11,362,18,7,Confined,3626
29,67,-5.667990202074216,-3.54064336597951,12,345,18,8,Confined,3626
30,67,-5.6119039519516605,-3.3278274332781383,13,347,18,9,Confined,3626
31,67,-5.352301221186305,-3.396964341922092,14,313,18,10,Confined,3626
32,67,-5.418465419177223,-3.2137387203110483,15,210,18,11,Confined,3626
33,67,-5.449684510110996,-3.308860395743159,16,217,18,12,Confined,3626
34,67,-5.49097303634544,-3.3123483691797326,17,286,18,13,Confined,3626
35,67,-5.48704580981969,-3.29970131978923,18,234,18,14,Confined,3626
36,67,-5.424246894275024,-3.4950085272018585,19,221,18,15,Confined,3626
37,67,-5.383012212710684,-3.560802523966378,20,238,18,16,Confined,3626
38,67,-5.1968527030644465,-3.6829816954535226,21,114,18,17,Confined,3626
39,68,4.851494060638598,5.386648024841515,1,509,27,0,Confined,3626
40,68,4.5566968142721365,5.636517059972824,2,408,27,1,Confined,3626
41,68,3.366260081173442,5.936848710464394,3,437,27,2,Confined,3626
42,68,3.59569936042363,5.931522935672096,4,415,27,3,Confined,3626
43,68,4.10779246863036,5.755290907890433,5,464,27,4,Confined,3626
44,68,4.043194620271757,5.869857550635856,6,448,27,5,Confined,3626
45,68,3.842713009222754,6.009348917325416,7,437,27,6,Confined,3626
46,68,4.100554675495382,6.202177295052852,8,463,27,7,Confined,3626
47,68,4.057637247081457,6.088772629670019,9,477,27,8,Confined,3626
48,68,4.0454779620302155,6.171335835997619,10,442,27,9,Confined,3626
49,68,4.319674336225222,6.086005740181385,11,403,27,10,Confined,3626
50,68,4.084961936242589,6.119079893618763,12,513,27,11,Confined,3626
51,68,4.11455100496696,6.233576839751018,13,394,27,12,Confined,3626
52,68,3.8073505700593766,6.325090928832516,14,394,27,13,Confined,3626
53,68,3.630509136807332,6.308954522932196,15,296,27,14,Confined,3626
54,68,3.6003290177331,6.3066832803436785,16,332,27,15,Confined,3626
55,68,3.461306442626293,6.512065065273136,17,213,27,16,Confined,3626
56,68,3.4368444014890893,6.309653328168674,18,307,27,17,Confined,3626
57,68,3.1750862218012186,6.4227868541312265,19,193,27,18,Confined,3626
58,68,3.039888724587313,6.267480216822245,20,221,27,19,Confined,3626
59,68,3.046826183668514,6.3987396239740795,21,217,27,20,Confined,3626
60,68,3.0145077263324436,6.513785125239714,22,262,27,21,Confined,3626
61,68,2.9156913230680392,6.413759739769814,23,264,27,22,Confined,3626
62,68,2.773212574988655,6.280767743927285,24,332,27,23,Confined,3626
63,68,2.8182674779427317,6.276585705807613,25,282,27,24,Confined,3626
64,68,2.7223008185866537,6.547838227987421,26,284,27,25,Confined,3626
65,68,2.81575394633961,6.2845232716529145,27,305,27,26,Confined,3626
66,69,4.115230802033222,-0.89673222652431,1,438,7,0,Confined,3626
67,69,4.459109681919197,-1.2559013223801194,2,272,7,1,Confined,3626
68,69,3.85003722660205,-1.2599570850412887,3,239,7,2,Confined,3626
69,69,3.87046873687681,-1.1365785777500126,4,171,7,3,Confined,3626
70,69,3.927113776372714,-1.3908994873600573,5,159,7,4,Confined,3626
71,69,3.744801801948776,-1.3947637420660064,6,138,7,5,Confined,3626
72,69,3.4629173283822707,-1.246443223988518,9,82,7,6,Confined,3626
73,70,1.7280343037791417,0.6810052661881915,4,201,16,0,Confined,3626
74,70,2.101525006561395,1.0462196975456035,5,375,16,1,Confined,3626
75,70,1.908940751224141,1.389457997064428,6,72,16,2,Confined,3626
76,70,2.195303111075852,1.3744052483704199,7,306,16,3,Confined,3626
77,70,2.0770951666002313,1.3103159823518813,8,401,16,4,Confined,3626
78,70,2.0252059732446916,1.0969394488919861,9,437,16,5,Confined,3626
79,70,2.170438322295572,0.9198224626561052,10,472,16,6,Confined,3626
80,70,2.4581718198864966,0.970885176102119,11,568,16,7,Confined,3626
81,70,2.024518819210121,0.9741473689668249,12,478,16,8,Confined,3626
82,70,2.0716739141995086,0.9404139383085883,13,404,16,9,Confined,3626
83,70,1.973951953804885,0.9585853459794015,14,281,16,10,Confined,3626
84,70,2.136146131494329,0.9071877754154486,15,351,16,11,Confined,3626
85,70,1.996982060779657,0.8207602348088712,17,405,16,12,Confined,3626
86,70,1.7885092139142167,1.1437018009525788,23,289,16,13,Confined,3626
87,70,1.8737575828145199,0.8593509947553702,24,331,16,14,Confined,3626
88,70,1.90604802304855,1.1370924318756168,27,212,16,15,Confined,3626
89,71,0.47623465037778984,-1.839064008716579,7,341,21,0,Confined,3626
90,71,0.4751463236341181,-1.6229399073356643,8,408,21,1,Confined,3626
91,71,-0.09606731912858775,-1.4216098360834069,9,365,21,2,Confined,3626
92,71,0.21445317442286374,-1.5744658977728119,10,196,21,3,Confined,3626
93,71,0.25457891949773814,-1.698955331195058,11,221,21,4,Confined,3626
94,71,0.7538076471668432,-1.656088845783986,12,507,21,5,Confined,3626
95,71,0.6883865379618848,-1.6298043785230947,13,339,21,6,Confined,3626
96,71,0.7616438452198432,-1.4570595997574893,14,363,21,7,Confined,3626
97,71,0.8046839404286886,-1.6389751735130187,15,406,21,8,Confined,3626
98,71,0.5700027846758707,-1.9866424161924674,16,384,21,9,Confined,3626
99,71,0.7446244790803123,-1.9702228261933066,17,340,21,10,Confined,3626
100,71,0.8454714948911026,-1.5365192625441484,18,430,21,11,Confined,3626
101,71,0.6901275086117401,-1.4537867275569758,19,474,21,12,Confined,3626
102,71,0.6409980652466533,-1.7191088749683163,20,364,21,13,Confined,3626
103,71,0.8249258730781047,-1.597383147359148,21,319,21,14,Confined,3626
104,71,0.821020184855407,-1.7975220269424772,22,421,21,15,Confined,3626
105,71,1.1940008222150043,-1.3265898184802456,23,373,21,16,Confined,3626
106,71,1.2216426209908458,-0.7480330074418279,24,275,21,17,Confined,3626
107,71,0.9209453224266664,-1.3347471696546622,25,443,21,18,Confined,3626
108,71,0.701460213983424,-1.8152221579051706,26,369,21,19,Confined,3626
109,71,0.8109262986080064,-2.109018504938774,27,215,21,20,Confined,3626
0,72,-0.5747795088151748,6.495762911097438,0,734,27,0,Confined,3626
1,72,-1.1654353456577151,6.37354922063347,1,828,27,1,Confined,3626
2,72,-1.7224190315235512,6.240145163062918,2,719,27,2,Confined,3626
3,72,-1.407684167269353,6.1664708630762926,3,752,27,3,Confined,3626
4,72,-0.9541752915344787,6.010051873119648,4,588,27,4,Confined,3626
5,72,-0.81041635119074,5.9066572142214,5,581,27,5,Confined,3626
6,72,-0.8839499864675063,5.692854888997068,6,502,27,6,Confined,3626
7,72,-0.5940106555982699,5.760422150793428,7,533,27,7,Confined,3626
8,72,-0.7567617746860053,5.985311956091509,8,539,27,8,Confined,3626
9,72,-0.8838334548249803,6.013569120569801,9,543,27,9,Confined,3626
10,72,-1.089542884314535,5.941275601602485,10,579,27,10,Confined,3626
11,72,-0.7348988631677028,5.975752669908255,11,501,27,11,Confined,3626
12,72,-0.6941813823636788,6.033299983622199,12,498,27,12,Confined,3626
13,72,-0.9879017307042817,5.907349530314949,13,462,27,13,Confined,3626
14,72,-1.0345549146292004,5.987425475127444,14,436,27,14,Confined,3626
15,72,-1.0098681262767832,5.934363046603256,15,490,27,15,Confined,3626
16,72,-0.9790622173544239,5.8626554262773,16,474,27,16,Confined,3626
17,72,-0.971108636352382,5.779258955918293,17,421,27,17,Confined,3626
18,72,-0.9468224111555447,5.696811859347642,18,454,27,18,Confined,3626
19,72,-0.8336215455400471,5.67027170953507,19,473,27,19,Confined,3626
20,72,-0.7784463158148248,5.564484342300761,20,597,27,20,Confined,3626
21,72,-0.7558911202655969,5.582523335695434,21,402,27,21,Confined,3626
22,72,-0.83162182977814,5.61460764515951,22,509,27,22,Confined,3626
23,72,-0.7801194897066387,5.565757709918031,23,561,27,23,Confined,3626
24,72,-0.7250175911824028,5.563737435820269,24,777,27,24,Confined,3626
25,72,-0.5546925604018885,5.44394230094989,25,592,27,25,Confined,3626
26,72,-1.0102878179469819,5.189731776127751,26,594,27,26,Confined,3626
27,73,-0.22986485039353727,-6.90879225488861,1,381,27,0,Confined,3626
28,73,0.7043397660161341,-6.846340072657193,2,232,27,1,Confined,3626
29,73,0.3236189645660008,-6.2334668171285195,3,321,27,2,Confined,3626
30,73,-0.08175685483941254,-6.118301153430777,4,412,27,3,Confined,3626
31,73,0.003434752202423958,-6.311758829545505,5,392,27,4,Confined,3626
32,73,-0.010067713621844318,-6.653580835417621,6,413,27,5,Confined,3626
33,73,-0.14720796744276202,-6.634224480663881,7,427,27,6,Confined,3626
34,73,-0.4021606688854675,-6.426024418602857,8,453,27,7,Confined,3626
35,73,-0.3256981568011808,-6.425781413323104,9,416,27,8,Confined,3626
36,73,-0.2760034115516164,-6.285200970306213,10,444,27,9,Confined,3626
37,73,-0.3746668202040203,-6.306466806022392,11,383,27,10,Confined,3626
38,73,-0.5500029521379208,-6.0292715744547705,12,309,27,11,Confined,3626
39,73,-0.3010231592757103,-6.2114968982564776,13,352,27,12,Confined,3626
40,73,-0.32744636826774987,-5.996716452814127,14,309,27,13,Confined,3626
41,73,-0.3634561044447956,-6.278429715617911,15,301,27,14,Confined,3626
42,73,-0.3714640819693886,-6.33070173875733,16,371,27,15,Confined,3626
43,73,-0.5271465643076623,-6.3231116779109335,17,399,27,16,Confined,3626
44,73,-0.5866475499907022,-6.292323923932237,18,353,27,17,Confined,3626
45,73,-0.6318984499298941,-6.346031629794963,19,322,27,18,Confined,3626
46,73,-0.868058412145535,-6.18976665798368,20,265,27,19,Confined,3626
47,73,-0.9567586614257746,-5.927256930499365,21,291,27,20,Confined,3626
48,73,-1.1199387037623032,-5.5996259293297665,22,359,27,21,Confined,3626
49,73,-1.2230467640446332,-5.495754847262562,23,332,27,22,Confined,3626
50,73,-1.4536070306008755,-5.4990598025995485,24,341,27,23,Confined,3626
51,73,-1.33069167158125,-5.487674089713498,25,275,27,24,Confined,3626
52,73,-1.451098968756387,-5.525849230444521,26,229,27,25,Confined,3626
53,73,-1.587955494160854,-5.460755655174104,27,307,27,26,Confined,3626
54,74,2.748537965568028,5.128971217685791,1,59,17,0,Confined,3626
55,74,2.161723171188548,5.1591062635497025,2,96,17,1,Confined,3626
56,74,2.340491234910201,5.145320224129743,3,82,17,2,Confined,3626
57,74,2.581027295081564,4.834778130832035,4,86,17,3,Confined,3626
58,74,2.6378120481207916,4.705009537801432,5,113,17,4,Confined,3626
59,74,2.6523070410614746,4.664660161141572,6,133,17,5,Confined,3626
60,74,3.0960232484042307,4.740961097009814,7,72,17,6,Confined,3626
61,74,2.415807566686907,4.792197577612848,8,84,17,7,Confined,3626
62,74,2.6787036855065116,4.926571052061513,9,125,17,8,Confined,3626
63,74,2.621990228844505,5.128207014013985,10,131,17,9,Confined,3626
64,74,2.6824807231142787,4.922705492605108,11,187,17,10,Confined,3626
65,74,2.8391864221878613,5.024438403970257,12,162,17,11,Confined,3626
66,74,2.2842126865240604,5.031609747313142,13,158,17,12,Confined,3626
67,74,2.522026246395791,5.357793657664616,14,87,17,13,Confined,3626
68,74,2.496593443040599,5.100433384393544,15,87,17,14,Confined,3626
69,74,2.580690288458028,4.931882512301583,16,147,17,15,Confined,3626
70,74,2.7746725862176578,5.2630394548879496,17,151,17,16,Confined,3626
71,75,-0.6921493898261073,1.5625215808819175,1,378,9,0,Confined,3626
72,75,-0.4791712444919245,1.3146197620704148,2,338,9,1,Confined,3626
73,75,0.14887857803120452,1.1849806195832129,3,309,9,2,Confined,3626
74,75,0.27550342330280725,0.8312584450997911,4,185,9,3,Confined,3626
75,75,0.3288683418270846,0.5789931042350005,5,286,9,4,Confined,3626
76,75,0.10452291381220977,0.8756953654526244,10,312,9,5,Confined,3626
77,75,0.3817659321843856,0.6405832211627246,11,437,9,6,Confined,3626
78,75,-0.011728570597132788,0.7587112322530863,12,385,9,7,Confined,3626
79,75,0.3868044164818668,0.43855310174352086,13,180,9,8,Confined,3626
